Flight No.,Date andtime (UTC),"Version,Booster[b]",Launch site,Payload[c],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding,1,2,3,4,5,6,7,Version Booster,Booster landing,Date,Time
1,,,CCAFS,,,,,,,,,,,,,,F9 v1.07B0003.18,,4 June 2010,18:45
